simulation_id,material,time,x,y,temperature
Simulation_000001,Stainless Steel 304,35.036435190088305,0.0,0.06277601944446633,364.5082389815146
Simulation_000001,Stainless Steel 304,35.036435190088305,0.010620139828897377,0.06277601944446633,367.0117213933481
Simulation_000001,Stainless Steel 304,35.036435190088305,0.021240279657794753,0.06277601944446633,368.4167304153192
Simulation_000001,Stainless Steel 304,35.036435190088305,0.03186041948669213,0.06277601944446633,369.0087576181341
Simulation_000001,Stainless Steel 304,35.036435190088305,0.04248055931558951,0.06277601944446633,369.1768401705648
Simulation_000001,Stainless Steel 304,35.036435190088305,0.05310069914448688,0.06277601944446633,369.2019692005576
Simulation_000001,Stainless Steel 304,35.036435190088305,0.06372083897338426,0.06277601944446633,369.2019692005576
Simulation_000001,Stainless Steel 304,35.036435190088305,0.07434097880228163,0.06277601944446633,369.2019692005576
Simulation_000001,Stainless Steel 304,35.036435190088305,0.08496111863117901,0.06277601944446633,369.2019692005576
Simulation_000001,Stainless Steel 304,35.036435190088305,0.0955812584600764,0.06277601944446633,369.2019692005576
Simulation_000001,Stainless Steel 304,35.036435190088305,0.10620139828897376,0.06277601944446633,369.2019692005576
Simulation_000001,Stainless Steel 304,35.036435190088305,0.11682153811787115,0.06277601944446633,369.2019692005576
Simulation_000001,Stainless Steel 304,35.036435190088305,0.12744167794676853,0.06277601944446633,369.2019692005576
Simulation_000001,Stainless Steel 304,35.036435190088305,0.1380618177756659,0.06277601944446633,369.2019692005576
Simulation_000001,Stainless Steel 304,35.036435190088305,0.14868195760456326,0.06277601944446633,369.2019692005576
Simulation_000001,Stainless Steel 304,35.036435190088305,0.15930209743346066,0.06277601944446633,369.2019692005576
Simulation_000001,Stainless Steel 304,35.036435190088305,0.16992223726235803,0.06277601944446633,369.2019692005576
Simulation_000001,Stainless Steel 304,35.036435190088305,0.1805423770912554,0.06277601944446633,369.2019692005576
Simulation_000001,Stainless Steel 304,35.036435190088305,0.1911625169201528,0.06277601944446633,369.2019692005576
Simulation_000001,Stainless Steel 304,35.036435190088305,0.20178265674905016,0.06277601944446633,369.2019692005576
Simulation_000001,Stainless Steel 304,35.036435190088305,0.21240279657794753,0.06277601944446633,369.2019692005576
Simulation_000001,Stainless Steel 304,35.036435190088305,0.22302293640684492,0.06277601944446633,369.2019692005576
Simulation_000001,Stainless Steel 304,35.036435190088305,0.2336430762357423,0.06277601944446633,369.2019692005576
Simulation_000001,Stainless Steel 304,35.036435190088305,0.24426321606463966,0.06277601944446633,369.2019692005576
Simulation_000001,Stainless Steel 304,35.036435190088305,0.25488335589353706,0.06277601944446633,369.2019692005576
Simulation_000001,Stainless Steel 304,35.036435190088305,0.2655034957224344,0.06277601944446633,369.2019692005576
Simulation_000001,Stainless Steel 304,35.036435190088305,0.2761236355513318,0.06277601944446633,369.2019692005576
Simulation_000001,Stainless Steel 304,35.036435190088305,0.28674377538022916,0.06277601944446633,369.2019692005576
Simulation_000001,Stainless Steel 304,35.036435190088305,0.29736391520912653,0.06277601944446633,369.2019692005576
Simulation_000001,Stainless Steel 304,35.036435190088305,0.30798405503802395,0.06277601944446633,369.2019692005576
Simulation_000001,Stainless Steel 304,35.036435190088305,0.3186041948669213,0.06277601944446633,368.27032871039665
Simulation_000001,Stainless Steel 304,35.036435190088305,0.3292243346958187,0.06277601944446633,362.9435713355665
Simulation_000001,Stainless Steel 304,35.036435190088305,0.33984447452471606,0.06277601944446633,347.0464740346186
Simulation_000001,Stainless Steel 304,35.036435190088305,0.3504646143536134,0.06277601944446633,316.2722272445392
